官网顺序,目录路径,一级目录,二级目录,三级目录,页面标题,文档标题,doc_id,官方链接,接口名,接口类型,描述,更新时间,权限类型,权限原文,限量/频次原文,输入参数数量,输入参数结构,输出字段数量,输出字段摘要,证据状态
106,股票数据 / 打板专题数据 / DC概念板块行情,股票数据,打板专题数据,,DC概念板块行情,概念板块行情,382,https://tushare.pro/document/2?doc_id=382,dc_daily,股票数据 / 打板专题数据,描述：获取概念板块、行业指数板块、地域板块行情数据，历史数据开始于2020年,,积分可访问,权限：用户积累6000积分可调取，具体请参阅积分获取办法,限量：单次最大2000条数据，可根据日期参数循环获取,5,"ts_code:str, trade_date:str, start_date:str, end_date:str, idx_type:str",12,"ts_code:str(Y), trade_date:str(Y), close:float(Y), open:float(Y), high:float(Y), low:float(Y), change:float(Y), pct_change:float(Y), vol:float(Y), amount:float(Y), swing:float(Y), turnover_rate:float(Y)",官网右侧文档直接提取
107,股票数据 / 打板专题数据 / 开盘竞价成交（当日）,股票数据,打板专题数据,,开盘竞价成交（当日）,当日集合竞价,369,https://tushare.pro/document/2?doc_id=369,stk_auction,股票数据 / 打板专题数据,描述：获取当日个股和ETF的集合竞价成交情况，每天9点26~29分之间可以获取当日的集合竞价成交数据。本接口历史数据开始于2025年1月。,,单独开权限,积分：本接口是单独开权限的数据，单独申请权限请参考权限列表。,限量：单次最大返回8000行数据，可根据日期或代码循环获取历史,4,"ts_code:str, trade_date:str, start_date:str, end_date:str",9,"ts_code:str(Y), trade_date:str(Y), vol:int(Y), price:int(Y), amount:float(Y), pre_close:float(Y), turnover_rate:float(Y), volume_ratio:float(Y), float_share:float(Y)",官网右侧文档直接提取
108,股票数据 / 打板专题数据 / 市场游资最全名录,股票数据,打板专题数据,,市场游资最全名录,游资名录,311,https://tushare.pro/document/2?doc_id=311,hm_list,股票数据 / 打板专题数据,描述：获取游资分类名录信息,,积分可访问,积分：5000积分可以调取，积分获取办法请参阅积分获取办法,限量：单次最大1000条数据，目前总量未超过500,1,name:str,3,"name:str(Y), desc:str(Y), orgs:None(Y)",官网右侧文档直接提取
109,股票数据 / 打板专题数据 / 游资交易每日明细,股票数据,打板专题数据,,游资交易每日明细,游资每日明细,312,https://tushare.pro/document/2?doc_id=312,hm_detail,股票数据 / 打板专题数据,描述：获取每日游资交易明细，数据开始于2022年8。游资分类名录，请点击游资名录,,积分可访问,积分：用户积10000积分可调取使用，积分获取办法请参阅积分获取办法,限量：单次最多提取2000条记录，可循环调取，总量不限制,5,"trade_date:str, ts_code:str, hm_name:str, start_date:str, end_date:str",9,"trade_date:str(Y), ts_code:str(Y), ts_name:str(Y), buy_amount:float(Y), sell_amount:float(Y), net_amount:float(Y), hm_name:str(Y), hm_orgs:str(Y), tag:str(N)",官网右侧文档直接提取
110,股票数据 / 打板专题数据 / THS热榜,股票数据,打板专题数据,,THS热榜,THS热榜,320,https://tushare.pro/document/2?doc_id=320,ths_hot,股票数据 / 打板专题数据,描述：获取热榜数据，包括热股、概念板块、ETF、可转债、港美股等等，每日盘中提取4次，收盘后4次，最晚22点提取一次。,,积分可访问,积分：用户积6000积分可调取使用，积分获取办法请参阅积分获取办法,限量：单次最大2000条，可根据日期等参数循环获取全部数据,4,"trade_date:str, ts_code:str, market:str, is_new:str",11,"trade_date:str(Y), data_type:str(Y), ts_code:str(Y), ts_name:str(Y), rank:int(Y), pct_change:float(Y), current_price:float(Y), concept:str(Y), rank_reason:str(Y), hot:float(Y), rank_time:str(Y)",官网右侧文档直接提取
111,股票数据 / 打板专题数据 / DC热榜,股票数据,打板专题数据,,DC热榜,DC热榜,321,https://tushare.pro/document/2?doc_id=321,dc_hot,股票数据 / 打板专题数据,描述：获取热榜数据，包括A股市场、ETF基金、港股市场、美股市场等等，每日盘中提取4次，收盘后4次，最晚22点提取一次。,,积分可访问,积分：用户积8000积分可调取使用，积分获取办法请参阅积分获取办法,限量：单次最大2000条，可根据日期等参数循环获取全部数据,5,"trade_date:str, ts_code:str, market:str, hot_type:str, is_new:str",8,"trade_date:str(Y), data_type:str(Y), ts_code:str(Y), ts_name:str(Y), rank:int(Y), pct_change:float(Y), current_price:float(Y), rank_time:str(Y)",官网右侧文档直接提取
112,股票数据 / 打板专题数据 / TDX概念板块分类,股票数据,打板专题数据,,TDX概念板块分类,TDX板块信息,376,https://tushare.pro/document/2?doc_id=376,tdx_index,股票数据 / 打板专题数据,描述：获取板块基础信息，包括概念板块、行业、风格、地域等,,积分可访问,权限：用户积累6000积分可调取，具体请参阅积分获取办法,限量：单次最大1000条数据，可根据日期参数循环提取,3,"ts_code:str, trade_date:str, idx_type:str",9,"ts_code:str(Y), trade_date:str(Y), name:str(Y), idx_type:str(Y), idx_count:int(Y), total_share:float(Y), float_share:float(Y), total_mv:float(Y), float_mv:float(Y)",官网右侧文档直接提取
113,股票数据 / 打板专题数据 / TDX概念板块成分,股票数据,打板专题数据,,TDX概念板块成分,TDX板块成分,377,https://tushare.pro/document/2?doc_id=377,tdx_member,股票数据 / 打板专题数据,描述：获取各板块成分股信息,,积分可访问,权限：用户积累6000积分可调取，具体请参阅积分获取办法,限量：单次最大3000条数据，可以根据日期和板块代码循环提取,5,"ts_code:str, con_code:str, trade_date:str, start_date:str, end_date:str",4,"ts_code:str(Y), trade_date:str(Y), con_code:str(Y), con_name:str(Y)",官网右侧文档直接提取
114,股票数据 / 打板专题数据 / TDX概念板块行情,股票数据,打板专题数据,,TDX概念板块行情,TDX板块行情,378,https://tushare.pro/document/2?doc_id=378,tdx_daily,股票数据 / 打板专题数据,描述：获取各板块行情，包括成交和估值等数据,,积分可访问,权限：用户积累6000积分可调取，具体请参阅积分获取办法,限量：单次提取最大3000条数据，可根据板块代码和日期参数循环提取,4,"ts_code:str, trade_date:str, start_date:str, end_date:str",38,"ts_code:str(Y), trade_date:str(Y), close:float(Y), open:float(Y), high:float(Y), low:float(Y), pre_close:float(Y), change:float(Y), pct_change:float(Y), vol:float(Y), amount:float(Y), rise:str(Y), vol_ratio:float(Y), turnover_rate:float(Y), swing:float(Y), up_num:int(Y), down_num:int(Y), limit_up_num:int(Y), limit_down_num:int(Y), lu_days:int(Y), 3day:float(Y), 5day:float(Y), 10day:float(Y), 20day:float(Y), 60day:float(Y), mtd:float(Y), ytd:float(Y), 1year:float(Y), pe:str(Y), pb:str(Y), float_mv:float(Y), ab_total_mv:float(Y), float_share:float(Y), total_share:float(Y), bm_buy_net:float(Y), bm_buy_ratio:float(Y), bm_net:float(Y), bm_ratio:float(Y)",官网右侧文档直接提取
115,股票数据 / 打板专题数据 / 榜单数据（KP）,股票数据,打板专题数据,,榜单数据（KP）,开盘啦榜单数据,347,https://tushare.pro/document/2?doc_id=347,kpl_list,股票数据 / 打板专题数据,描述：获取涨停、跌停、炸板等榜单数据,,积分可访问,积分：5000积分每分钟可以请求200次每天总量1万次，8000积分以上每分钟500次每天总量不限制，具体请参阅积分获取办法,限量：单次最大8000条数据，可根据日期循环获取历史数据,5,"ts_code:str, trade_date:str, tag:str, start_date:str, end_date:str",24,"ts_code:str(Y), name:str(Y), trade_date:str(Y), lu_time:str(Y), ld_time:str(Y), open_time:str(Y), last_time:str(Y), lu_desc:str(Y), tag:str(Y), theme:str(Y), net_change:float(Y), bid_amount:float(Y), status:str(Y), bid_change:float(Y), bid_turnover:float(Y), lu_bid_vol:float(Y), pct_chg:float(Y), bid_pct_chg:float(Y), rt_pct_chg:float(Y), limit_order:float(Y), amount:float(Y), turnover_rate:float(Y), free_float:float(Y), lu_limit_order:float(Y)",官网右侧文档直接提取
116,股票数据 / 打板专题数据 / 题材成分（KP）,股票数据,打板专题数据,,题材成分（KP）,开盘啦题材成分,351,https://tushare.pro/document/2?doc_id=351,kpl_concept_cons,股票数据 / 打板专题数据,描述：获取概念题材的成分股,,积分可访问,积分：5000积分可提取数据，具体请参阅积分获取办法,限量：单次最大3000条，可根据代码和日期循环获取全部数据,3,"trade_date:str, ts_code:str, con_code:str",7,"ts_code:str(Y), name:str(Y), con_name:str(Y), con_code:str(Y), trade_date:str(Y), desc:str(Y), hot_num:int(Y)",官网右侧文档直接提取
117,股票数据 / 打板专题数据 / 题材数据（DC）,股票数据,打板专题数据,,题材数据（DC）,题材库,421,https://tushare.pro/document/2?doc_id=421,dc_concept,股票数据 / 打板专题数据,描述：获取概念题材列表，每天盘后更新,,积分可访问,积分：6000积分可提取数据，具体请参阅积分获取办法,"限量：单次最大5000，可根据日期循环获取历史数据,（数据从20260203开始）",3,"trade_date:str, theme_code:str, name:str",12,"theme_code:str(Y), trade_date:str(Y), name:str(Y), pct_change:str(Y), hot:str(Y), sort:str(Y), strength:str(Y), z_t_num:str(Y), main_change:str(Y), lead_stock:str(Y), lead_stock_code:str(Y), lead_stock_pct_change:str(Y)",官网右侧文档直接提取
118,股票数据 / 打板专题数据 / 题材成分（DC）,股票数据,打板专题数据,,题材成分（DC）,题材成分,422,https://tushare.pro/document/2?doc_id=422,dc_concept_cons,股票数据 / 打板专题数据,描述：获取概念题材的成分股，每天盘后更新,,积分可访问,积分：6000积分可提取数据，具体请参阅积分获取办法,"限量：单次最大3000，可根据日期循环获取历史数据,（数据从20260203开始）",3,"ts_code:str, trade_date:str, theme_code:str",8,"ts_code:str(Y), trade_date:str(Y), name:str(Y), theme_code:str(Y), industry_code:str(Y), industry:str(Y), reason:str(Y), hot_num:str(Y)",官网右侧文档直接提取
120,ETF专题 / ETF基本信息,ETF专题,,,ETF基本信息,ETF基础信息,385,https://tushare.pro/document/2?doc_id=385,etf_basic,ETF专题,描述：获取国内ETF基础信息，包括了QDII。数据来源与沪深交易所公开披露信息。,,积分可访问,权限：用户积8000积分可调取，具体请参阅积分获取办法,限量：单次请求最大放回5000条数据（当前ETF总数未超过2000）,6,"ts_code:str, index_code:str, list_date:str, list_status:str, exchange:str, mgr:str",14,"ts_code:str(Y), csname:str(Y), extname:str(Y), cname:str(Y), index_code:str(Y), index_name:str(Y), setup_date:str(Y), list_date:str(Y), list_status:str(Y), exchange:str(Y), mgr_name:str(Y), custod_name:str(Y), mgt_fee:float(Y), etf_type:str(Y)",官网右侧文档直接提取
121,ETF专题 / ETF跟踪指数,ETF专题,,,ETF跟踪指数,ETF基准指数列表,386,https://tushare.pro/document/2?doc_id=386,etf_index,ETF专题,描述：获取ETF基准指数列表信息,,积分可访问,权限：用户积累8000积分可调取，具体请参阅积分获取办法,限量：单次请求最大返回5000行数据（当前未超过2000个）,3,"ts_code:str, pub_date:str, base_date:str",8,"ts_code:str(Y), indx_name:str(Y), indx_csname:str(Y), pub_party_name:str(Y), pub_date:str(Y), base_date:str(Y), bp:float(Y), adj_circle:str(Y)",官网右侧文档直接提取
122,ETF专题 / ETF实时分钟,ETF专题,,,ETF实时分钟,ETF实时分钟,416,https://tushare.pro/document/2?doc_id=416,rt_etf_min,ETF专题,描述：获取ETF实时分钟数据，包括1~60min,,单独开权限,权限：正式权限请参阅 权限说明,限量：单次最大1000行数据，可以通过ETF代码提取数据，支持逗号分隔的多个代码同时提取,8,"freq*:str, ts_code*:str, freq:说明, 1MIN:1分钟, 5MIN:5分钟, 15MIN:15分钟, 30MIN:30分钟, 60MIN:60分钟",8,"ts_code:str(Y), time:None(Y), open:float(Y), close:float(Y), high:float(Y), low:float(Y), vol:float(Y), amount:float(Y)",官网右侧文档直接提取
123,ETF专题 / ETF实时分钟-日累计,ETF专题,,,ETF实时分钟-日累计,ETF实时分钟-日累计,470,https://tushare.pro/document/2?doc_id=470,rt_etf_min_daily,ETF专题,描述：获取ETF实时分钟数据日累计，包括1~60min,,单独开权限,权限：正式权限请参阅 权限说明,限量：单次最大1000行数据，支持股票当日开盘以来的所有ETF历史分钟数据提取（仅支持一个个代码提取，不同同时提取多个）,8,"freq*:str, ts_code*:str, freq:说明, 1MIN:1分钟, 5MIN:5分钟, 15MIN:15分钟, 30MIN:30分钟, 60MIN:60分钟",8,"ts_code:str(Y), time:None(Y), open:float(Y), close:float(Y), high:float(Y), low:float(Y), vol:float(Y), amount:float(Y)",官网右侧文档直接提取
124,ETF专题 / ETF历史分钟,ETF专题,,,ETF历史分钟,ETF历史分钟行情,387,https://tushare.pro/document/2?doc_id=387,etf_mins,ETF专题,描述：获取ETF分钟数据，支持1min/5min/15min/30min/60min行情，提供Python SDK和 http Restful API两种方式,,单独开权限,权限：正式权限请参阅 权限说明,限量：单次最大8000行数据，可以通过股票代码和时间循环获取，本接口可以提供超过10年ETF历史分钟数据,10,"ts_code*:str, freq*:str, start_date:datetime, end_date:datetime, freq:说明, 1min:1分钟, 5min:5分钟, 15min:15分钟, 30min:30分钟, 60min:60分钟",8,"ts_code:str(Y), trade_time:str(Y), open:float(Y), close:float(Y), high:float(Y), low:float(Y), vol:int(Y), amount:float(Y)",官网右侧文档直接提取
